Key,Type,Desc,Ru
Missions/#CM12_mission,Text,,"У вас есть всё, чтобы построить город мечты. Щедро распоряжайтесь своими ресурсами, и остальной мир не сможет осыпать вас достаточным количеством даров."
Missions/#CM13_mission,Text,,"И почему фараон отправил вас в эту пустынную глушь? Легенды о ливийских богатствах оказались ложью, а благодатный берег, о котором твердили посланники фараона, — каменистой пустошью. Фараон поручил вам основать здесь процветающий порт, но только лишь боги способны вам в этом помочь. Где же та медь, из которой ковалось грозное ливийское оружие? Где легендарные плодородные поля? Что это за народы моря, грозящие вторгнуться в наши берега? Воздайте уважение богам в час нужды: постройте храмовый комплекс, дабы они заметили ваше рвение и помогли вам в трудное время."
Missions/#CM14_mission,Text,,"Египет сияет яркой звездой над землями дикарей. Любой просвещённый человек ясно видит, как благодаря божественному провидению достижения Египта затмевают все остальные. Но есть и те, что предпочитают жить грязным животным, а не достойным своего божественного статуса человеком. Воры и злодеи, несмотря на все ухищрения, безнаказанно грабят усыпальницы наших предков. Фараон не желает, чтобы его загробная жизнь была потревожена, и мудро решил построить свой монумент вдали от глаз жадных шакалов, желающих осквернить священную гробницу своей нечестивой жаждой наживы. Фараон желает, чтобы его место погребения было несколько скромнее и не привлекало внимания разбойников. Он выбрал вас для строительства мавзолея в вырезанных пещерах глубоко внутри цельной скалы. Рабочие уже завершили выемку породы под камеру подходящих размеров глубоко внутри сети пещер. Вам предстоит закончить проект, построив место вечного упокоения фараона. Вы обязаны доставить все необходимые для строительства мавзолея материалы, а это непростая задача. Фараон также время от времени будет пользоваться вашими услугами, чтобы обеспечить стабильные поставки меди в царство."
Missions/#CM15_mission,Text,,"Египет переживает период великого процветания: Североафриканское соглашение о свободной торговле позволяет всем торговать по самым низким ценам! Импорт обходится дёшево, но экспорт почти ничего не приносит. Как вы обеспечите 30 000 жителей в эпоху, когда торговля уже не так полезна, как прежде?"
Missions/#CM16_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM17_mission,Text,,"Фараон в замешательстве. Он посчитал, что ваш город-оазис Фарафра добывает гранит, и запросил у вас поставки этого материала для возведения обелисков в Икене. Дабы не выставить фараона на посмешище из-за этой ошибки, вы должны своевременно выполнить его запрос. Конечно же, не забывая при этом, что вы ещё строите для него мавзолей и пирамиду... Используйте свои познания в торговле и производстве, чтобы удовлетворить все потребности фараона."
Missions/#CM18_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM19_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM20_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM21_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM22_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM23_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM24_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM25_mission,Text,,"У египетского форпоста в Шаате вы столкнётесь со свирепой бандой гиксосов, нашедших убежище в кушитском городе Керма. Следует сокрушить этих разбойников, иначе невозможно будет надеяться на процветание Шаата, и для выполнения этой задачи фараон выбрал именно вас как самого достойного кандидата. Единственная возможность победить грозных гиксосов — умело использовать могучие колесницы. Отразив несколько атак гиксосов, откликнитесь на просьбу о военной помощи от Кермы, чтобы раз и навсегда уничтожить неприятеля. Люди, что достаточно храбры, чтобы жить в Шаате, должны быть вознаграждены за то, что терпят бесчисленные нападения. Условия жизни в городе должны быть настолько высокими, чтобы в результате появилось хотя бы одно роскошное имение. Также вы должны построить большой обелиск, дабы напомнить жителями о славе Египта и провозгласить его господство на гиксосами. К слову говоря, вы могли заметить, что в условиях достижения победы значится появление четырёх роскошных имений. Поскольку игра считает каждую клетку роскошного имения отдельно, на самом деле это означает, что потребуется только одно роскошное имение."
Missions/#CM26_mission,Text,,"Фараон приказал вам основать поселение в оазисе Фарафра. В этом засушливом регионе вы должны построить процветающий город с большими мастабами и снабжать фараона всем, чего бы он не потребует (ему особенно нравятся керамика, кирпичи и древесина местного производства). Единственной проблемой является то, что оазис совсем небольшой, а жителям нужна вода. Однако жизнь вокруг бьёт ключом: на плодородных полях пасутся дикие животные и растут ценные породы деревьев. Тщательно планируйте свой город, чтобы в полной мере воспользоваться всеми дарами оазиса."
Missions/#CM27_mission,Text,,"Наш великий фараон Ден повелел возводить ступенчатые пирамиды! Добывайте обычный камень и постройте величайшую из всех ступенчатых пирамид, чтобы Ден благополучно достиг загробного мира."
Missions/#CM28_mission,Text,,"Мы живём в мирные времена: никто не стремится нас уничтожить, а значит, настал идеальный момент для строительства великих памятников! Возведите комплекс пирамиды в самом сердце дельты Нила, в Джеду, и позаботьтесь обо всех государственных делах, которых народ ожидает от своего правителя."
Missions/#CM29_mission,Text,,"У этой миссии нет условий победы или поражения. Она посвящена строительству города — только ему и ничему больше."
Missions/#CM30_mission,Text,,"Власть стареющего фараона ослабевает. Бюрократическая структура становится всё неуправляемей. Города, однажды зависевшие от руководства и торговли со столицей, ныне самостоятельно приобретают всё необходимое. Некоторые из этих городов попросят у вас помощи, а взамен откроют с вами торговые отношения. Но будьте осторожны, власть фараона слабеет, и некоторые осмелевшие общины попробуют силой отобрать ваши богатства. Однако один город станет надёжным союзником и в обмен на военную помощь отблагодарит ваш город ценной медью. Если вы сможете защитить город-побратим, то сформируете грозный альянс, который сокрушит всех предателей и установит надёжный мир. К тому времени появится торговый путь с новым городом, по которому вы сможете закупить гранит для строительства обелиска во славу дряхлеющего фараона."
Missions/#CM31_mission,Text,,"Здесь, в Иерихоне, мы не станем торговать ни с кем, кроме Газы — нашего ближайшего соседа. Мир ненадёжен, и мы можем построить собственный самодостаточный город. У нас есть для этого все ресурсы, но возможно ли это?"
Missions/#CM32_mission,Text,,"В это смутное время разгромите мародёров, нападающих на Египет, и сохраните открытыми наши торговые пути. Продержитесь следующие 50 лет, одновременно возводя величественный город в центре дельты Нила, чтобы доказать свою ценность народу Египта!"
Missions/#CM33_mission,Text,,"Сумеете ли вы разгадать загадку Сфинкса?"
Missions/#CM01_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM02_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM03_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM04_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM05_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM06_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM07_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM08_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM09_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM10_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM11_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM12_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM13_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM14_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM15_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM16_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM17_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM18_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM19_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM20_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM21_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM22_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM23_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM24_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM25_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM26_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM27_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM28_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM29_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM30_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM31_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM32_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#CM33_victory,Text,,"Весь Египет склоняется перед вашими свершениями! Вашей династии нет равных, и отныне до конца времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#Generic_unfinished,Text,,"Вашему роду ещё не доводилось принимать этот вызов."
Missions/#200_finished,Text,,"Самый ранний из известных предков вашего рода добился высокого положения и постиг азы управления."
Missions/#201_finished,Text,,"Переселив род в Тинис, ваш предок помог Тинисской конфедерации объединить Верхний и Нижний Египет."
Missions/#202_finished,Text,,"Семейные предания гласят, что ваш род открыл важные новые технологии и научился использовать разливы Нила."
Missions/#203_finished,Text,,"Ваш род впервые вошёл в официальные летописи Египта, когда Нармер назначил одного из ваших предков царским архитектором."
Missions/#204_finished,Text,,"Ваш род сыграл заметную роль в основании первой столицы Египта и строительстве там мастабы."
Missions/#205_finished,Text,,"По преданию, ваш род открыл медные рудники Тимны, благодаря которым фараон Ден смог сдержать бедуинов."
Missions/#206_finished,Text,,"Впервые один из ваших предков предпочёл суше море и овладел всеми навыками мореходства, включая ведение войны."
Missions/#207_finished,Text,,"Впервые один из ваших предков предпочёл суше водную стихию и овладел искусством мирного мореходства."
Missions/#208_finished,Text,,"Ваш народ основал вдали от цивилизации важный военный форпост и проложил в Африку торговые пути, существующие поныне."
Missions/#209_finished,Text,,"По воле фараона Небки ваш род добыл минеральные богатства первого порога: без них не появились бы многие гробницы, а многим вельможам был бы закрыт путь на поля Иалу."
Missions/#210_finished,Text,,"Ваш предок с честью воплотил замысел визиря Имхотепа и возвёл первую каменную пирамиду Египта для мумии Джосера."
Missions/#211_finished,Text,,"Ваш героический предок добыл драгоценные камни и медь на суровом Синае, несмотря на яростное сопротивление местных жителей."
Missions/#212_finished,Text,,"О возросшем благосостоянии вашего рода свидетельствует семейная гробница в Медуме, которая и поныне напоминает о важности вашей династии для Египта."
Missions/#213_finished,Text,,"Крепость в Бухене и решительность, с которой ваш род сокрушил там врага, распространили власть Египта до второго порога — на земли, которые считала своими враждебная Нубия."
Missions/#214_finished,Text,,"Пока другие заботились о расширении границ Царства, ваш предок возвёл величайшую из задуманных усыпальниц — Ломаную пирамиду Снофру."
Missions/#215_finished,Text,,"Когда у Снофру родился наследник, которого царские прорицатели объявили тираном, ваши предки завершили первую в мире правильную пирамиду для останков фараона."
Missions/#216_finished,Text,,"Несмотря на всё более жестокое правление Хуфу, ваш предок верно служил ему царским наместником и защищал границы Египта от вторжений кушитов."
Missions/#217_finished,Text,,"После устранения угрозы со стороны кушитов ваш предок открыл богатые каменоломни Туры, чтобы удовлетворить необъяснимую потребность Хуфу в практически безграничном количестве известняка."
Missions/#218_finished,Text,,"Ваш предок стал номархом при Хуфу и Хафре и силой воли, сравнимой с волей самого фараона, возвёл вечную Великую пирамиду и её стража — Сфинкса."
Missions/#219_finished,Text,,"Фараон провозгласил Ра верховным богом и поручил вашему предку распространить господство культа Солнца на враждебные пустоши Западной пустыни у самого края Царства."
Missions/#220_finished,Text,,"Фараон Усеркаф провозгласил Ра верховным богом и поручил вашему предку возвести величайший храм Солнца в плодородной Дельте — краю, лишённом строительного камня."
Missions/#221_finished,Text,,"Пока враги Египта слетались, словно жуки на разлагающееся тело, ваш род достиг звания казначея и не позволил недругам перерезать жизненно важные пути Царства."
Missions/#222_finished,Text,,"Пока враги Египта слетались, словно жуки на разлагающееся тело, ваш род достиг звания казначея и проявил способность умело править, когда всё вокруг рушилось."
Missions/#223_finished,Text,,"Ваши предки сохранили верность законным Иниотефам и вернули Тинису былую славу, несмотря на все усилия мятежных армий помешать им."
Missions/#224_finished,Text,,"Две силы боролись за сердце Египта, пока его жители голодали. Ваш предок спас многих от голодной смерти и оказал решающую поддержку законной династии."
Missions/#225_finished,Text,,"Ментухотеп даровал вашему роду звание визиря и во многом опирался на его помощь, подавляя последних мятежников и самозванцев, пытавшихся сорвать объединение страны."
Missions/#226_finished,Text,,"Ментухотеп даровал вашему роду звание визиря, а величественный город, поднятый вами из праха, принёс славу его делу объединения страны."
Missions/#227_finished,Text,,"Наконец один из членов вашего рода исполнил предначертанное и стал фараоном. Ваш род основал царскую династию, построил новую столицу и милосердием и добрыми делами усмирил противников."
Missions/#228_finished,Text,,"Ваш божественный предок покорил древних врагов в Северной Нубии, внушил кушитам уважение к вашей династии и основал важный порт на Красном море."
Missions/#229_finished,Text,,"Основанный вашим божественным предком ремесленный порт на Красном море принёс народу несметные богатства и предметы роскоши, а семейная гробница переживёт века."
Missions/#230_finished,Text,,"Ваш прославленный предок, ныне покоящийся в великолепном мавзолее, разгромил нубийский флот и завоевал один из прекраснейших городов Нубии."
Missions/#231_finished,Text,,"Бубастис и поныне остаётся жемчужиной Двойной короны. Ваш предок построил город, которым гордится весь Египет."
Missions/#232_finished,Text,,"Превратить грозные колесницы гиксосов в оружие Египта и направить их против врагов по всему осаждённому Царству — блестящее свершение, которое история не забудет."
Missions/#233_finished,Text,,"Воистину, ваш род издавна благословлён мудростью. Замысел вашего предка, вдохновившего величайших полководцев Египта на сверхчеловеческие усилия, принёс щедрые плоды."
Missions/#234_finished,Text,,"Вы основали Новое царство, навеки закрепили за Египтом леса Библа и научили свирепых хеттов и загадочные народы моря уважать египетские границы."
Missions/#235_finished,Text,,"Вы принесли своему Новому царству невиданные богатства, одновременно защищая египетские города от старых и новых врагов."
Missions/#236_finished,Text,,"Ваше царствование стало величайшим в истории Египта. Наши границы охватывали весь известный мир, а народ наслаждался невиданной роскошью."
Missions/#237_finished,Text,,"Победив всех врагов и принеся Царству несметное процветание, вы возвели пирамиду, превзошедшую даже усыпальницу легендарного Хуфу."
Missions/#C38_finished,Text,,"После основания Дейр-эль-Медины фараоны смогут вечно покоиться, почти не опасаясь страшных грабителей гробниц."
Missions/#C39_finished,Text,,"Несмотря на нехватку времени, гробница Тутанхамона была построена и щедро снабжена погребальными принадлежностями."
Missions/#C40_finished,Text,,"Гробница Сети I — настоящее чудо, особенно если учесть многочисленные шайки грабителей, которых пришлось усмирять во время её строительства. Жаль, что мир не сможет созерцать её вечную красоту."
Missions/#C41_finished,Text,,"Порт Симира теперь кипит торговлей, утоляя потребность нашей родины в древесине и других ценных товарах."
Missions/#C42_finished,Text,,"Египет одержал величайшую победу в битве при Кадеше и вновь утвердил своё господство над Амурру. С хеттской угрозой покончено раз и навсегда."
Missions/#C43_finished,Text,,"Колоссы в Абу-Симбеле будут вечно свидетельствовать о могуществе и славе Египта."
Missions/#C44_finished,Text,,"Останки Рамсеса II покоятся в великолепной гробнице. В вечной жизни он наверняка продолжит направлять судьбу Египта."
Missions/#C45_finished,Text,,"Опасные морские разбойники, по глупости решившие поселиться на землях Египта, получили решительный отпор. Границы Египта вновь в безопасности."
Missions/#C46_finished,Text,,"Укреплённый форпост в глубине Египта выдержал одну волну ассирийских атак за другой и не позволил подлому врагу проникнуть дальше в пределы Обеих земель."
Missions/#C47_finished,Text,,"Жители Ахориса ещё долго будут рассказывать о разгроме персидского флота и уничтожении персидской пехоты. Мечтам персов о завоевании нанесён тяжёлый удар."
Missions/#C48_finished,Text,,"Всего за двенадцать лет Александрия выросла на месте бедной рыбацкой деревни и превратилась в процветающий мегаполис."
Missions/#C49_finished,Text,,"Александрию украсили Великая библиотека и Фаросский маяк, и её значение во всём мире возросло."
Missions/#C50_finished,Text,,"Римские легионы Митридата разгромили мятежного брата Клеопатры, Птолемея XIII, в крупном сражении у берегов озера Марьют."
Missions/#C51_finished,Text,,"Славное развитие Александрии продолжилось: к числу её дивных сооружений добавились Цезареум и ещё один заупокойный храм."
Missions/#C52_finished,Text,,"Объединённые силы египетского флота и войск Антония разгромили Октавиана, и Египет с Римом объединились на равных, чтобы править известным миром."
Worldmap/#TheirCity,Text,,их город
Worldmap/#SouthDashur,Text,,Дахшур
Worldmap/#NorthDashur,Text,,Дахшур
Missions/#206_tagline_alt,Text,,"Опасные воды"
Missions/#206_period,Text,,"Конец Раннего царства"
Missions/#207_tagline_alt,Text,,"Некрополь"
Missions/#207_period,Text,,"Конец Раннего царства"
Missions/#208_tagline_alt,Text,,"Защитить караванные пути"
Missions/#208_period,Text,,"Зарождение Древнего царства"
Missions/#209_tagline_alt,Text,,"Обрести новые богатства"
Missions/#209_period,Text,,"Зарождение Древнего царства"
Missions/#211_tagline_alt,Text,,"Суровый Синай"
Missions/#212_tagline_alt,Text,,"Собственная гробница"
Missions/#213_tagline_alt,Text,,"Усмирить нубийцев"
Missions/#213_period,Text,,"Эпоха пирамид"
Missions/#214_tagline_alt,Text,,"Пирамида нового типа"
Missions/#214_period,Text,,"Эпоха пирамид"
Missions/#216_tagline_alt,Text,,"Угроза из Куша"
Missions/#216_period,Text,,"Эпоха пирамид"
Missions/#217_tagline_alt,Text,,"Каменоломни Туры"
Missions/#217_period,Text,,"Эпоха пирамид"
Missions/#219_tagline_alt,Text,,"Воины Ра"
Missions/#219_period,Text,,"Расцвет Древнего царства"
Missions/#220_tagline_alt,Text,,"Почитание Ра"
Missions/#220_period,Text,,"Расцвет Древнего царства"
Missions/#221_tagline_alt,Text,,"Прогнать шакалов"
Missions/#221_period,Text,,"Упадок Древнего царства"
Missions/#222_tagline_alt,Text,,"Порядок среди хаоса"
Missions/#222_period,Text,,"Упадок Древнего царства"
Missions/#223_tagline_alt,Text,,"Война за престол"
Missions/#223_period,Text,,"Первый переходный период"
Missions/#224_tagline_alt,Text,,"Слава под угрозой"
Missions/#224_period,Text,,"Первый переходный период"
Missions/#225_tagline_alt,Text,,"Борьба за мир"
Missions/#225_period,Text,,"Зарождение Среднего царства"
Missions/#226_tagline_alt,Text,,"Голод"
Missions/#226_period,Text,,"Зарождение Среднего царства"
Missions/#228_tagline_alt,Text,,"Раздвинуть границы"
Missions/#229_tagline_alt,Text,,"Новые торговцы"
Missions/#230_tagline_alt,Text,,"Старые враги... и новые"
Missions/#231_tagline_alt,Text,,"Жемчужина египетской короны"
Missions/#232_tagline_alt,Text,,"Возмездие"
Missions/#232_period,Text,,"Второй переходный период"
Missions/#233_tagline_alt,Text,,"Вдохновение"
Missions/#233_period,Text,,"Второй переходный период"
Missions/#234_tagline_alt,Text,,"Вторжение в Палестину"
Missions/#234_period,Text,,"Завоевания или мир?"
Missions/#235_tagline_alt,Text,,"Золотой век"
Missions/#235_period,Text,,"Завоевания или мир?"
Missions/#200_tagline_mission_screen,Text,,Рождение деревни
Missions/#201_tagline_mission_screen,Text,,Рассвет цивилизации
Missions/#202_tagline_mission_screen,Text,,Непредсказуемый Нил
Missions/#203_tagline_mission_screen,Text,,Первый фараон
Missions/#204_tagline_mission_screen,Text,,Основание столицы
Missions/#205_tagline_mission_screen,Text,,Синайский поход
Missions/#206_tagline_mission_screen,Text,,Царский флот
Missions/#207_tagline_mission_screen,Text,,Освоение моря
Missions/#208_tagline_mission_screen,Text,,Дорога в Африку
Missions/#209_tagline_mission_screen,Text,,Нубийская граница
Missions/#210_tagline_mission_screen,Text,,Первая пирамида
Missions/#211_tagline_mission_screen,Text,,Бедуины с востока
Missions/#212_tagline_mission_screen,Text,,Царский некрополь
Missions/#213_tagline_mission_screen,Text,,Империя расширяется
Missions/#214_tagline_mission_screen,Text,,Ломаная пирамида Снофру
Missions/#215_tagline_mission_screen,Text,,Первая правильная пирамида
Missions/#216_tagline,Text,,Защита Египта
Missions/#216_tagline_mission_screen,Text,,Защита Египта
Missions/#217_tagline_mission_screen,Text,,Слоновая кость с востока
Missions/#218_tagline_mission_screen,Text,,Великая пирамида и сфинкс
Missions/#219_tagline_mission_screen,Text,,Западная пустыня
Missions/#220_tagline_mission_screen,Text,,Храм Солнца
Missions/#221_tagline_mission_screen,Text,,Кушитская угроза
Missions/#222_tagline_mission_screen,Text,,Путь караванов
Missions/#223_tagline_mission_screen,Text,,Гражданская война
Missions/#224_tagline_mission_screen,Text,,Гражданская война
Missions/#225_tagline_mission_screen,Text,,Объединение
Missions/#226_tagline_mission_screen,Text,,Объединение
Missions/#227_tagline_mission_screen,Text,,Основание новой столицы
Missions/#228_tagline_mission_screen,Text,,В Нубию
