Key,Type,Desc,Ru,English,French,Spanish,German,Italian
Menu/Language/#Ru,Text,,Русский,Русский,Русский,Русский,Русский,Русский
Menu/Credits/#Loc3_06,Text,,Raphaël Jugan
Menu/Credits/#Loc3_07,Text,,Немецкий язык
Menu/Credits/#Loc3_08,Text,,Anna André
Menu/Credits/#Loc3_09,Text,,Angelika Hell
Menu/Credits/#Loc3_10,Text,,Nick Schäfer
Menu/Credits/#Loc3_11,Text,,Испанский язык
Menu/Credits/#Loc3_12,Text,,Ismael Fernández
Menu/Credits/#Loc3_13,Text,,Cintia Izquierdo
Menu/Credits/#Loc3_14,Text,,Итальянский язык
Menu/Credits/#Loc3_15,Text,,Lara Ferrulli
Menu/Credits/#Localization,Text,,Локализация
Menu/Credits/#Localize,Text,,"Localize Direct AB — английский, французский, итальянский, немецкий и испанский языки"
Menu/Credits/#Localize_01,Text,,Проверка английского языка
Menu/Credits/#Localize_02,Text,,Ben Stowers
Menu/Credits/#Localize_03,Text,,Французский язык
Menu/Credits/#Localize_04,Text,,Nicolas Bonnet
Menu/Credits/#Localize_05,Text,,Итальянский язык
Menu/Credits/#Localize_06,Text,,Valentina Ambrogio
Menu/Credits/#Localize_07,Text,,Немецкий язык
Menu/Credits/#Localize_08,Text,,Frank Schröder
Menu/Credits/#Localize_09,Text,,Hans Gießner
Menu/Credits/#Localize_10,Text,,Carina Reisenhofer
Menu/Credits/#Localize_11,Text,,Испанский язык
Menu/Credits/#Localize_12,Text,,Curri Barceló Ávila
Menu/Credits/#Localize_13,Text,,Marco Fernández
Menu/Credits/#MusicAnd,Text,,и
Menu/Credits/#MusicAnd_01,Text,,Solène Gendre — вокал
Menu/Credits/#MusicAnd_02,Text,,Nidhal Jaoua — канун
Menu/Credits/#MusicAnd_03,Text,,Mathilde Legeret — скрипка
Menu/Credits/#MusicAnd_04,Text,,Agathe Leprince — виолончель
Menu/Credits/#MusicAnd_05,Text,,"Saddam Novruzbayov — най, кавала, зурна/каба, балабан/дудук и кларнет"
Menu/Credits/#MusicAnd_06,Text,,Mihai Pirvan — саксофон
Menu/Credits/#MusicAnd_07,Text,,Jonathan Ribot — канун
Menu/Credits/#MusicAnd_08,Text,,Sébastien Rocquefelte — вокал
Menu/Credits/#MusicAnd_09,Text,,Bachir Rouimi — ударные инструменты
Menu/Credits/#MusicAnd_10,Text,,Niqolah Seeva — уд и вокал
Menu/Credits/#MusicAnd_11,Text,,Kais Siala — альт и скрипка
Menu/Credits/#MusicBy,Text,,Музыка
Menu/Credits/#MusicBy_01,Text,,"Louis Godart — транскрипция, аранжировка, музыкальное оформление, монтаж и бас"
Menu/Credits/#MusicOthers_01,Text,,"Записано в Студии 47 (Резе, Франция), ноябрь 2020 — февраль 2021"
Menu/Credits/#MusicOthers_02,Text,,Сведено и записано Arthur Lauth @Brown Bear Recording март — май 2021
Menu/Credits/#MusicOthers_03,Text,,"Луис отдельно благодарит: Morgane Mercier, Mihai Pirvan, Sébastien Rocquefelte, Solène Gendre, Maëlle Vallet, Gérald Lebreton, Jean-François Lecoq, Trempolino, Franck Lagarde, Orchestration Online, Virtual Orchestration"
Menu/Credits/#MusicOthers_04,Text,,Луис посвятил этот саундтрек памяти James Mac Gaw (1968—2021)
Menu/Credits/#MusicWith,Text,,с
Menu/Credits/#MusicWith_01,Text,,Henry Beckett — оригинальная музыка
Menu/Credits/#MusicWith_02,Text,,Charlotte Davy — ассистент звукозаписи
Menu/Credits/#MusicWith_03,Text,,Timothée Funfrock — инженер звукозаписи
Menu/Credits/#MusicWith_04,Text,,Romain Pierre @Foudrage — производство
Menu/Credits/#MusicWith_05,Text,,Vincent Schryve — аренда альта
Menu/Credits/#MusicWith_06,Text,,Keith Zizza — оригинальная музыка и консалтинг
Menu/Credits/#Nolan,Text,,Nolan Games
Menu/Credits/#Nolan_01,Text,,Edwin Haragova — дизайнер уровней
Menu/Credits/#PressRelations,Text,,Связь с прессой
Menu/Credits/#PublishBy,Text,,Игра опубликована
Menu/Credits/#QA,Text,,Обеспечение качества
Menu/Credits/#Seaven,Text,,Seaven Studio
Menu/Credits/#Seaven_01,Text,,Pascal Feard — генеральный директор и сооснователь
Menu/Credits/#Seaven_02,Text,,Olivier Penot — продюсер и сооснователь
Menu/Credits/#Seaven_03,Text,,Camille Soual — программист
Menu/Credits/#Seenapsis,Text,,Seenapsis
Menu/Credits/#Seenapsis_01,Text,,Lucas Junker — программист
Menu/Credits/#Seenapsis_02,Text,,Emmanuel Barreau — программист
Menu/Credits/#Tinsley,Text,,Северная Америка — Tinsley PR
Menu/Credits/#Tinsley_01,Text,,Stephanie Tinsley Fitzwilliam
Menu/Credits/#Tinsley_02,Text,,Thomas Schulenberg
Menu/Credits/#Tokiko,Text,,Tokiko Studio
Menu/Credits/#Tokiko_01,Text,,Louis Schnellbach — ведущий программист
Menu/Credits/#Tools,Text,,Игра сделана с помощью
Menu/Credits/#Tools_01,Text,,Unity
Menu/Credits/#Tools_02,Text,,Odin Inspector
Menu/Credits/#Tools_03,Text,,I2 Localization
Menu/Credits/#Tools_04,Text,,DOTween
Menu/Credits/#Torpenn,Text,,Torpenn
Menu/Credits/#Torpenn_01,Text,,Vincent Beauzée — программист
Menu/Credits/#Triskell,Text,,Triskell Interactive
Menu/Credits/#Triskell_01,Text,,Leslie Bigo — ведущий художник и аниматор
Menu/Credits/#Triskell_02,Text,,Théophile Noiré — креативный директор
Menu/Credits/#Triskell_03,Text,,Guillaume Rousselot — арт-директор
Menu/Credits/#WithHelp,Text,,При большой поддержке от
Menu/Credits/#mrktng4,Text,,Россия — mrktng4
Menu/Credits/#mrktng4_01,Text,,Ярослав Кадышев
Menu/Event/#Accept,Text,,Принять
Menu/Event/#Acknowledge,Text,,Согласиться
Menu/Event/#Decline,Text,,Отклонить
Menu/Event/#Postpone,Text,,Отложить
Menu/GameMode/#CampainDesc,Text,,Проживите 4000 лет египетской истории!
Menu/GameMode/#CampainTitle,Text,,Кампания
Menu/GameMode/#CustomDesc,Text,,Бросьте себе вызов в одиночной миссии или постройте город своей мечты в режиме песочницы.
Menu/GameMode/#CustomTitle,Text,,Выбор миссии
Menu/GameMode/#LoadDesc,Text,,Загрузите ранее сохранённый город.
Menu/GameMode/#LoadTitle,Text,,Загрузка
Menu/GameMode/#Title,Text,,Режимы игры
Menu/Language/#English,Text,,English
Menu/Language/#French,Text,,Français
Menu/Language/#German,Text,,Deutsch
Menu/Language/#Italian,Text,,Italiano
Menu/Language/#Spanish,Text,,Español
Menu/Language/#Russian,Text,,Русский
Menu/Objectives/#CultureRating,Text,,Рейтинг культуры: {0}
Menu/Objectives/#Houses_01,Text,,Грубых хижин: {0} шт.
Menu/Objectives/#Houses_02,Text,,Крепких хижин: {0} шт.
Menu/Objectives/#Houses_03,Text,,Скромных лачуг: {0} шт.
Menu/Objectives/#Houses_04,Text,,Обычных лачуг: {0} шт.
Menu/Objectives/#Houses_05,Text,,Примитивных домов: {0} шт.
Menu/Objectives/#Houses_06,Text,,Обычных домов: {0} шт.
Menu/Objectives/#Houses_07,Text,,Скромных усадеб: {0} шт.
Menu/Objectives/#Houses_08,Text,,Просторных усадеб: {0} шт.
Menu/Objectives/#Houses_09,Text,,Скромных апартаментов: {0} шт.
Menu/Objectives/#Houses_10,Text,,Просторных апартаментов: {0} шт.
Menu/Objectives/#Houses_11,Text,,Обычных резиденций: {0} шт.
Menu/Objectives/#Houses_12,Text,,Просторных резиденций: {0} шт.
Menu/Objectives/#Houses_13,Text,,Элегантных резиденций: {0} шт.
Menu/Objectives/#Houses_14,Text,,Богатых резиденций: {0} шт.
Menu/Objectives/#Houses_15,Text,,Обычных поместий: {0} шт.
Menu/Objectives/#Houses_16,Text,,Просторных поместий: {0} шт.
Menu/Objectives/#Houses_17,Text,,Элегантных поместий: {0} шт.
Menu/Objectives/#Houses_18,Text,,Величественных поместий: {0} шт.
Menu/Objectives/#Houses_19,Text,,Скромных имений: {0} шт.
Menu/Objectives/#Houses_20,Text,,Роскошных имений: {0} шт.
Menu/Objectives/#Houses_Level,Text,,ур.
Menu/Objectives/#KingdomRating,Text,,Рейтинг Царства: {0}
Menu/Objectives/#MonumentRating,Text,,Рейтинг монументов: {0}
Menu/Objectives/#Population,Text,,Население: {0}
Menu/Objectives/#ProsperityRating,Text,,Рейтинг благополучия: {0}
Menu/Options/#Aging,Text,,Рабочее население
Menu/Options/#Aging_0,Text,,Симуляция старения
Menu/Options/#Aging_0_hover,Text,,"Жители стареют, и только в возрасте между 20 и 49 годами способны работать."
Menu/Options/#Aging_1,Text,,Фиксированное соотношение
Menu/Options/#Aging_1_hover,Text,,{0}% населения всегда доступно для работы.
Menu/Options/#AutoSaveDelay,Text,,Задержка автосохранения
Menu/Options/#AutoSaveDelayLabel,Text,,{0} лет
Menu/Options/#AutoSaveDelayLabel_Disabled,Text,,Отключено
Menu/Options/#AutoSaveQuantity,Text,,Количество автосохранений
Menu/Options/#AutoSaveToggle,Text,,Автосохранения
Menu/Options/#BazaarDefault,Text,,Базары принимают товары
Menu/Options/#BazaarDefault_0_hover,Text,,Базары по умолчанию принимают и распределяют все товары.
Menu/Options/#BazaarDefault_1_hover,Text,,Базары по умолчанию не распределяют никаких товаров.
Menu/Options/#Cheatcodes,Text,,Чит-коды
Menu/Options/#Cheatcodes_0_hover,Text,,Вы можете использовать чит-коды.
Menu/Options/#Cheatcodes_1_hover,Text,,Вы не можете использовать чит-коды.
Menu/Options/#Cheatcodes_activated,Text,,активирован
Menu/Options/#Cheatcodes_invalid,Text,,Неправильный код:
Menu/Options/#CursorConfined,Text,,Ограничение курсора
Menu/Options/#Difficulty_Easy,Text,,Лёгкий
Menu/Options/#Difficulty_Hard,Text,,Тяжёлый
Menu/Options/#Difficulty_Normal,Text,,Нормальный
Menu/Options/#Difficulty_Title,Text,,Уровень сложности
Menu/Options/#Difficulty_Title_0_hover,Text,,Более расслабленный способ игры.
Menu/Options/#Difficulty_Title_1_hover,Text,,Обычная сложность игры в Pharaoh: A New Era.
Menu/Options/#Difficulty_Title_2_hover,Text,,"Для тех, кто ищет настоящих сложностей."
Menu/Options/#Difficulty_Title_Hover,Text,,Установите наиболее комфортный для вас уровень сложности.
Menu/Options/#DockDefault,Text,,Пристани принимают товары
Menu/Options/#DockDefault_0_hover,Text,,Пристани по умолчанию принимают все товары.
Menu/Options/#DockDefault_1_hover,Text,,Пристани по умолчанию не принимают никаких товаров.
Menu/Options/#Dropdown_accept_all,Text,,Все
Menu/Options/#Dropdown_accept_none,Text,,Ничего
Menu/Options/#EventsPause,Text,,Пауза при событии
Menu/Options/#EventsPause_0_hover,Text,,Заскриптованные события ставят игру на паузу.
Menu/Options/#EventsPause_1_hover,Text,,"Город продолжит свою деятельность, пока отображается заскриптованное событие."
Menu/Options/#Framerate,Text,,Частота кадров
Menu/Options/#Gardens,Text,,Сады
Menu/Options/#Gardens_0,Text,,Случайно генерируемые сады
Menu/Options/#Gardens_0_hover,Text,,"Удерживая левую кнопку мыши, вы можете генерировать сады. Их внешний вид будет подбираться случайным образом и преображаться в сочетаниях 2x2 или 3x3."
Menu/Options/#Gardens_1,Text,,Выбирать собственный сад
Menu/Options/#Gardens_1_hover,Text,,"Вы можете размещать сады тем же способом, что и статуи, и менять их внешний вид нажатием клавиши вращения."
Menu/Options/#GranaryDefault,Text,,Амбары принимают товары
Menu/Options/#GranaryDefault_0_hover,Text,,Амбары по умолчанию принимают все товары.
Menu/Options/#GranaryDefault_1_hover,Text,,Амбары по умолчанию не принимают никаких товаров.
Menu/Options/#HoverDelay,Text,,Задержка при наведении
Menu/Options/#HoverDelay_hover,Text,,Задержка при наведении курсора на здание перед отображением информации.
Menu/Options/#Monitor,Text,,Экран
Menu/Options/#OverlayColumn,Text,,Столбы слоев
Menu/Options/#OverlayColumn_0_hover,Text,,"Отображать столбы в текущем слое для каждого затронутого здания, как это было в оригинальной игре."
Menu/Options/#OverlayColumn_1_hover,Text,,Слои только подкрашивают здания.
Menu/Options/#OverseerPause,Text,,Советник включает паузу
Menu/Options/#OverseerPause_0_hover,Text,,Открытие любого экрана советника ставит игру на паузу.
Menu/Options/#OverseerPause_1_hover,Text,,"Город продолжит свою деятельность, пока вы обращаетесь к советникам."
Menu/Options/#Predators,Text,,Хищники
Menu/Options/#Predators_0_hover,Text,,Хищники бродят по карте и могут убить слишком близко проходящих жителей.
Menu/Options/#Predators_1_hover,Text,,На карте нет никакой опасности.
Menu/Options/#ScreenMode,Text,,Режим экрана
Menu/Options/#StorageDefault,Text,,Склады принимают товары
Menu/Options/#StorageDefault_0_hover,Text,,Амбары и склады по умолчанию принимают все товары.
Menu/Options/#StorageDefault_1_hover,Text,,Амбары и склады по умолчанию не принимают никаких товаров.
Menu/Options/#StorageYardDefault,Text,,Склады принимают товары
Menu/Options/#StorageYardDefault_0_hover,Text,,Склады по умолчанию принимают все товары.
Menu/Options/#StorageYardDefault_1_hover,Text,,Склады по умолчанию не принимают никаких товаров.
Menu/Options/#Subcategory,Text,,Разворачивание категорий
Menu/Options/#Subcategory_0_hover,Text,,Нажатие по категории на правой панели развернёт все её подкатегории.
Menu/Options/#Subcategory_1_hover,Text,,Для получения доступа к постройке зданий необходимо щёлкать на каждую подкатегорию.
Menu/Options/#Toggle_no,Text,,Нет
Menu/Options/#Toggle_off,Text,,Выкл
Menu/Options/#Toggle_on,Text,,Вкл
Menu/Options/#Toggle_yes,Text,,Да
Menu/Options/#Tower,Text,,Башни без дорог
Menu/Options/#UIScale,Text,,Масштабирование интерфейса
Menu/Options/#UncappedZoom,Text,,Неограниченный масштаб
Menu/Options/#UnlimitedFramerate,Text,,Не ограничено
Menu/Options/#Vsync,Text,,Вертикальная синхронизация
Menu/Options/#WalkerRanger_0_hover,Text,,У всех служащих одинаковая зона действия.
Menu/Options/#WalkerRanger_1_hover,Text,,У каждого типа служащих собственная зона действия.
Menu/Options/#Waterlift,Text,,Шадуфы без дорог
Menu/Options/#Worforce,Text,,Система вербовки
Menu/Options/#Worforce_0,Text,,Вербовщики
Menu/Options/#Worforce_0_hover,Text,,Постройки отправляют вербовщиков в поисках рабочей силы в жилых домах.
Menu/Options/#Worforce_1,Text,,Общий фонд рабочей силы
Menu/Options/#Worforce_1_hover,Text,,Все подключённые к дорожной сети постройки имеют доступ к общему фонду рабочей силы.
Menu/Options/Hotkey/#Alert_Content,Text,,"Эта клавиша уже используется для следующей команды: {0}.
Если вы всё равно хотите использовать её, команда {0} будет отвязана."
Menu/Options/Hotkey/#Alert_Title,Text,,Внимание
Menu/Options/Hotkey/#Assign,Text,,Назначить
Menu/Options/Hotkey/#BazaarAccessOverlay,Text,,Слой доступности к базарам
Menu/Options/Hotkey/#Briefing,Text,,Инструктаж
Menu/Options/Hotkey/#BuildingPicker,Text,,Копирование здания
Menu/Options/Hotkey/#CallToAction,Text,,"Нажмите клавишу, к которой хотите назначить команду"
Menu/Options/Hotkey/#CameraDown,Text,,Камера вниз
Menu/Options/Hotkey/#CameraLeft,Text,,Камера влево
Menu/Options/Hotkey/#CameraRight,Text,,Камера вправо
Menu/Options/Hotkey/#CameraUp,Text,,Камера вверх
Menu/Options/Hotkey/#Cancel,Text,,Отмена
Menu/Options/Hotkey/#ChiefOverseer,Text,,Главный советник
Menu/Options/Hotkey/#CloseOverlay,Text,,Закрыть слои
Menu/Options/Hotkey/#CollapseOverlay,Text,,Слой рисков обрушения
Menu/Options/Hotkey/#Command,Text,,Команда
Menu/Options/Hotkey/#CrimeOverlay,Text,,Слой рисков преступности
Menu/Options/Hotkey/#DesirabilityOverlay,Text,,Слой привлекательности
Menu/Options/Hotkey/#DiseasesOverlay,Text,,Слой рисков заболеваний
Menu/Options/Hotkey/#EducationOverlay,Text,,Слой образования
Menu/Options/Hotkey/#Encyclopedia,Text,,Энциклопедия
Menu/Options/Hotkey/#EntertainmentOverlay,Text,,Слой развлечений
Menu/Options/Hotkey/#FireOverlay,Text,,Слой рисков пожара
Menu/Options/Hotkey/#FlatMode,Text,,Плоский режим
Menu/Options/Hotkey/#HealthOverlay,Text,,Слой здоровья
Menu/Options/Hotkey/#HideCliffs,Text,,Скрыть скалы
Menu/Options/Hotkey/#HideUI,Text,,Скрыть интерфейс
Menu/Options/Hotkey/#Housing,Text,,Жильё
Menu/Options/Hotkey/#IngameHelp,Text,,Внутриигровая справка
Menu/Options/Hotkey/#Key,Text,,Клавиша
Menu/Options/Hotkey/#MagistrateOverlay,Text,,Слой магистратов
Menu/Options/Hotkey/#MalariaOverlay,Text,,Слой рисков малярии
Menu/Options/Hotkey/#Menu,Text,,Меню
Menu/Options/Hotkey/#Minimap,Text,,Переключить миникарту
Menu/Options/Hotkey/#Nilometer,Text,,Нилометр
Menu/Options/Hotkey/#OverseerCommerce,Text,,Торговый советник
Menu/Options/Hotkey/#OverseerDiversions,Text,,Советник по развлечениям
Menu/Options/Hotkey/#OverseerGranaries,Text,,Советник по продовольствию
Menu/Options/Hotkey/#OverseerHealth,Text,,Советник по здравоохранению
Menu/Options/Hotkey/#OverseerLearning,Text,,Советник по образованию
Menu/Options/Hotkey/#OverseerMilitary,Text,,Военный советник
Menu/Options/Hotkey/#OverseerMonuments,Text,,Советник по монументам
Menu/Options/Hotkey/#OverseerPolitical,Text,,Советник по политике
Menu/Options/Hotkey/#OverseerRatings,Text,,Советник по рейтингу
Menu/Options/Hotkey/#OverseerTemples,Text,,Советник по храмам
Menu/Options/Hotkey/#OverseerTreasury,Text,,Советник по казне
Menu/Options/Hotkey/#OverseerWorkers,Text,,Советник по рабочей силе
Menu/Options/Hotkey/#Pause,Text,,Пауза
Menu/Options/Hotkey/#ProblemsOverlay,Text,,Слой проблем
Menu/Options/Hotkey/#Quickload,Text,,Быстрая загрузка
Menu/Options/Hotkey/#Quicksave,Text,,Быстрое сохранение
Menu/Options/Hotkey/#ReligionOverlay,Text,,Слой религии
Menu/Options/Hotkey/#Remove,Text,,Удалить
Menu/Options/Hotkey/#ResetBindings,Text,,Установить назначения по умолчанию
Menu/Options/Hotkey/#ResetSpeed,Text,,Сбросить скорость
Menu/Options/Hotkey/#Road,Text,,Дорога
Menu/Options/Hotkey/#Roadblock,Text,,Заграждение
Menu/Options/Hotkey/#RotateBuilding,Text,,Вращать постройку
Menu/Options/Hotkey/#SpeedDown,Text,,Замедлить скорость
Menu/Options/Hotkey/#SpeedUp,Text,,Увеличить скорость
Menu/Options/Hotkey/#TaxationOverlay,Text,,Слой налогообложения
Menu/Options/Hotkey/#ToggleGrid,Text,,Переключить сетку
Menu/Options/Hotkey/#Undo,Text,,Отменить
Menu/Options/Hotkey/#WaterOverlay,Text,,Слой водоснабжения
Menu/Options/Hotkey/#Worldmap,Text,,Карта мира
Menu/Options/KeyRebind/Confirm,Text,,Подтвердите замену
Menu/Options/Notifs/#AttackCalledOff,Text,,Нападение не состоялось
Menu/Options/Notifs/#CitySentimentUpdate,Text,,Изменение настроений в городе
Menu/Options/Notifs/#CityStatusChange,Text,,Изменение статуса города
Menu/Options/Notifs/#CityUnemployment,Text,,Безработица
Menu/Options/Notifs/#Collapsed,Text,,Рухнуло здание
Menu/Options/Notifs/#CollapsedMine,Text,,Рухнул рудник
Menu/Options/Notifs/#Debt,Text,,Долг
Menu/Options/Notifs/#DebtAnniversary,Text,,Годовщина долга
Menu/Options/Notifs/#Disease,Text,,Болезнь
Menu/Options/Notifs/#EmployeesNeeded,Text,,Требуются рабочие
Menu/Options/Notifs/#Events,Text,,События
Menu/Options/Notifs/#Festival,Text,,Праздник
Menu/Options/Notifs/#Fire,Text,,В городе пожар
Menu/Options/Notifs/#FishingBoatBlocked,Text,,Рыбацкая лодка не может приплыть
Menu/Options/Notifs/#FloodedClayPit,Text,,Глиняный карьер затопило
Menu/Options/Notifs/#Hidden,Text,,Скрыто
Menu/Options/Notifs/#InvasionReminder,Text,,Напоминание о вторжении
Menu/Options/Notifs/#KingdomDecrease,Text,,Рейтинг Царства падает
Menu/Options/Notifs/#KingdomIncrease,Text,,Рейтинг Царства растёт
Menu/Options/Notifs/#KingdomRoadBlocked,Text,,Царский тракт недоступен
Menu/Options/Notifs/#MajorBlessings,Text,,Большое благословение
Menu/Options/Notifs/#MajorPlagues,Text,,Бедствия
Menu/Options/Notifs/#MajorWraths,Text,,Большой гнев
Menu/Options/Notifs/#Malaria,Text,,Малярия
Menu/Options/Notifs/#MinorBlessings,Text,,Малое благословение
Menu/Options/Notifs/#MinorWraths,Text,,Малый гнев
Menu/Options/Notifs/#MonumentFinished,Text,,Монумент завершён
Menu/Options/Notifs/#Nilometer,Text,,Нилометр
Menu/Options/Notifs/#NoWorkingDock,Text,,Нет действующей пристани
Menu/Options/Notifs/#OutOfMoney,Text,,Кончились деньги
Menu/Options/Notifs/#Plague,Text,,Чума
Menu/Options/Notifs/#PopulationMilestone,Text,,Новая веха населения
Menu/Options/Notifs/#PriceChanges,Text,,Изменение цен
Menu/Options/Notifs/#RequestCompliance,Text,,Требование выполнимо
Menu/Options/Notifs/#Theft,Text,,Воровство
Menu/Options/Notifs/#Toggled,Text,,На весть экран
Menu/Options/Notifs/#TradeLevelDecrease,Text,,Уровень торговли снизился
Menu/Options/Notifs/#TradeLevelIncrease,Text,,Уровень торговли увеличился
Menu/Options/Notifs/#TroopsBack,Text,,Войска вернулись назад
Menu/Options/Notifs/#WageDecrease,Text,,Жалование снизилось
Menu/Options/Notifs/#WageIncrease,Text,,Жалование увеличилось
Menu/Options/ScreenMode/#ExclusiveFullScreen,Text,,На весть экран
Menu/Options/ScreenMode/#FullScreenWindow,Text,,В окне без рамки
Menu/Options/ScreenMode/#Windowed,Text,,В окне
Monuments/#AbuSimbel,Text,,Абу-Симбел
Monuments/#AbuSimbel_Completed,Text,,"Величественные статуи Рамсеса II приветствуют всех, кто прибывает к Египту с юга."
Monuments/#AbuSimbel_Working,Text,,"Работа над Абу-Симбелом идёт полным ходом. Убедитесь, что у плотников достаточно дерева для того, чтобы построить строительные леса без задержек."
Monuments/#BurialTomb_Completed,Text,,"Потаённая царская гробница готова для фараона. Да хранит её Гор и да покарает он любого, кто осмелится нарушить покой царской усыпальницы!"
Monuments/#BurialTomb_NoAccess,Text,,"Рабочие не могут попасть ко входу в гробницу. Узнайте, что преграждает им путь."
Monuments/#BurialTomb_NoBurialGoods,Text,,"Царская гробница готова. Осталось только наполнить её погребальными принадлежностями, что понадобятся усопшему на полях Иалу."
Monuments/#BurialTomb_NoLamps,Text,,Художники и каменотёсы отказываются заходить в царскую гробницу без ламп. Там кромешная тьма!
Monuments/#BurialTomb_NoProblem,Text,,"Художники и каменотёсы вовсю трудятся над царской гробницей, и работа идёт полным ходом. Не забывайте снабжать артель художников глиной и краской, чтобы они не простаивали без дела."
Monuments/#Caesareum,Text,,Цезариум
Monuments/#Caesareum_Completed,Text,,Цезариум завершён и стал символом единения Египта и Рима.
Monuments/#Caesareum_Step_1,Text,,Рабочие в поте лица расчищают площадку для Цезариума.
Monuments/#Caesareum_Step_2,Text,,"Площадка готова, и сейчас каменотёсы закладывают прочный фундамент."
Monuments/#Caesareum_Step_3,Text,,"Наши утомлённые каменотёсы закончили работу над фундаментом, но покой нам только снится: уже начато возведение самого храма."
Monuments/#Caesareum_Step_4,Text,,"Центральный храм готов, начались работы над патио!"
Monuments/#Caesareum_Step_5,Text,,Из патио в портик! Наши умелые каменотёсы закончили патио и приступили к строительству портика.
Monuments/#Caesareum_Step_6,Text,,Каменотёсы начали укладывать крышу на колонны портика.
Monuments/#Caesareum_Step_7,Text,,Все части крыши портика уложены.
Monuments/#Caesareum_Step_8,Text,,Величественный вход в Цезариум полностью готов.
Monuments/#Caesareum_Step_9,Text,,"Каменотёсы закончили работу над внутренними помещениями Цезариума и теперь перешли к гранитным обелискам, которые украшают внешние стены здания."
Monuments/#ConstructionForeman,Text,,Прораб
Monuments/#CoursesCompleted_One,Text,,Полностью уложен 1 слой.
Monuments/#CoursesCompleted_Zero,Text,,Пока не уложено ни одного слоя.
Monuments/#Foreman_BrickCorePyramid_ClearSite,Text,,Рабочие заканчивают расчищать и выравнивать площадку. После этого нам понадобится много кирпичей и известняка для строительства этого монумента.
Monuments/#Foreman_Bricks_Stockpiled,Text,,"Торговый советник имеет наглость обвинять вас за простои в работах! Он заявляет, что именно вы приказали отправлять весь кирпич на склады."
Monuments/#Foreman_Copper_Stockpiled,Text,,"Торговый советник сказал, что вы приказали ему складировать всю медь. У вас наверняка на это были причины, но без меди мы не можем продолжить строительство монумента."
Monuments/#Foreman_Copper_Stockpiled_var,Text,,"Как, по-вашему, можно закончить крышу этой великой постройки, когда у нас нет меди? К моему удивлению, ваш торговый советник заявил, что вся медь сейчас запасается на складах."
Monuments/#Foreman_Granite_Stockpiled,Text,,"Ваш торговый советник говорит, что вы приказали складировать весь гранит. Поговорите с ним, иначе мои рабочие не дождутся поставок."
Monuments/#Foreman_Granite_Stockpiled_var,Text,,"Мне передали, что весь гранит идёт на склад. Думаете, я его из нильского песка смогу наколдовать?  Проследите, чтоб моим каменотёсам срочно доставили гранит."
Monuments/#Foreman_Limestone_Stockpiled,Text,,"Ваш торговый советник говорит, что вы приказали складировать весь известняк. Поговорите с ним, иначе мои рабочие не дождутся поставок."
Monuments/#Foreman_Marble_Stockpiled,Text,,Попросите торгового советника прекратить отправлять весь белый мрамор на склады. Он нам нужен для строительства.
Monuments/#Foreman_Marble_Stockpiled_var,Text,,"Не могу поверить, но торговый советник утверждает, что весь мрамор идёт прямо на наши склады. Как строить дальше, если нет мрамора?"
Monuments/#Foreman_NoArtisans,Text,,"Фараону ничуть не понравится, если его жизнеописание не будет рассказан самым искусным образом. Если нет артели художников, кто будет расписывать гробницу?"
Monuments/#Foreman_NoBricklayers,Text,,"Похоже, что кирпичи будут укладываться волшебным образом сами, раз у нас ещё нет артели каменщиков."
Monuments/#Foreman_NoBricks,Text,,"Нашим каменщикам нужно куда больше кирпича, чем сейчас есть. Если мы не можем их делать, может, лучше их стоит купить."
Monuments/#Foreman_NoCarpenters,Text,,"Надеюсь, монумент будет у нас невысоким, раз во всём городе нет артели плотников, которые сделали бы нам леса!"
Monuments/#Foreman_NoCopper,Text,,"Наши каменотёсы уже готовы крыть монумент медью, как только она появится. Добудьте её или купите."
Monuments/#Foreman_NoCopper_var,Text,,"Крыша будет протекать как решето, если не покрыть её медью. Если не можете добыть, купите её. Чем раньше я получу медь, тем раньше мы достроим монумент!"
Monuments/#Foreman_NoGranite,Text,,Из такой жалкой кучки гранита нормальный монумент не построишь. Добудьте его в карьерах или купите.
Monuments/#Foreman_NoLimestone,Text,,"Нужно добывать или закупать больше известняка, вы хотите, чтобы каменотёсы закончили монумент при нашей жизни."
Monuments/#Foreman_NoMarble,Text,,"Наши каменотёсы ни за что не закончат этот монумент, пока вы не закупите больше мрамора."
Monuments/#Foreman_NoMarble_var,Text,,"Нашим талантливым каменотёсам нечего делать, пока у них нет мрамора. Жаль, мне бы хотелось нагрузить их работой. Проследите, чтобы нам как можно скорее доставили мрамор."
Monuments/#Foreman_NoPlainstone,Text,,"Печально смотреть на каменотёса, которому не дали камня. Добудьте в карьере или закупите больше камня, иначе монумент никогда не обретёт свою форму."
Monuments/#Foreman_NoProblem,Text,,Работа идёт полным ходом. Рабочие обеспечены всем необходимым.
Monuments/#Foreman_NoSandstone,Text,,"Если город не добудет или не закупит больше песчаника, наш каменотёс уйдёт на пенсию раньше времени."
Monuments/#Foreman_NoStonemasons,Text,,"Для работы над этим монументом нет каменотёсов. Если хотите, чтобы дело сдвинулось, постройте артель каменотёсов!"
Monuments/#Foreman_NoWood,Text,,"Плотники жалуются, как им не хватает дерева. Нарубите побольше или увеличьте поставки из других городов."
