Key,Type,Desc,Ru
Encyclo/#Music_Title,Text,,Музыка
Encyclo/#Nile_Content,Text,,"Без Нила египетской цивилизации просто бы не существовало. В регионе, где дожди довольно редки, Нил являлся надёжным источником воды как для людей, так и для земли. Регулярно заливая поймы, Нил также удобрял сельскохозяйственные угодья.
Значение Нила не ускользало от внимания древних египтян. Наблюдая за тем, как Нил постоянно возвращает землю к жизни, египтяне сформировали собственную религию, основанную на вере в загробную жизнь.
Египетский календарь был разделён на сезоны, соответствующие различным стадиям Нила. Время полноводья, когда Нил выходил из берегов из-за ежегодных муссонов у истоков Голубого Нила на Эфиопском нагорье, называлось «ахет». Время всходов, или «перет», отмечало период, когда Нил отступал, обнажая сушу. Время сбора урожая («шему») иногда переводится как время засухи."
Encyclo/#Nile_Title,Text,,Нил
Encyclo/#Obelisk_Content,Text,,"Обелиски ассоциировались с солнцем, олицетворяя собой либо солнечные лучи, либо первобытный холм, на котором впервые воссияло солнце. Обелиски обычно создавались из гранита, на них высекали иероглифы. Парные обелиски часто можно было обнаружить рядом с храмами.
Свою форму обелиск получал уже в каменоломне. Многое о процессе высекания будущего обелиска из горной породы смог рассказать незаконченный обелиск, обнаруженный в Асуане. Рабочие, используя кувалды из долерита, медленно вгрызались в породу, вырезая из неё обелиск нужной формы. Асуанский обелиск был заброшен из-за того, что в процессе высечения из породы в центре массивной глыбы образовалась трещина.
После высечения из породы обелиск на лодках по Нилу доставляли к месту назначения. До сих пор точно не известно, как именно египтяне устанавливали обелиски. Современные попытки воспроизвести предполагаемую технологию поднятия столь тяжёлых объектов неизменно терпели неудачу."
Encyclo/#Obelisk_Title,Text,,Обелиск
Encyclo/#Oil_Content,Text,,"Большую часть используемого масла древние египтяне импортировали из Греции, Кипра и Финикии. Натуральное масло находило множество применений, включая использование в <link=""#Lamps_Title""><u>лампах</u></link> для освещения и приготовление пищи. Масло выделялось из различного сырья, используемого и по сей день: семян кунжута, льна, оливок и животного жира."
Encyclo/#Oil_Title,Text,,Масло
Encyclo/#Osiris_Content,Text,,"Роль Осириса в древнеегипетской религии менялась на протяжении тысячелетий. Он вместе со своей женой и сестрой Исидой, другой сестрой Нефтидой и братом Сетом был одним из первых богов и членом Эннеады (см. <link=""#Religion_Title""><u>Религия</u></link>).
Легенды изображают Осириса как бога земледелия, повелителя Нила и судьи на суде мёртвых. Атам даровал Осирису право царствовать в Древнем Египте. Осирис женился на своей сестре Исиде и научил людей многим вещам, прежде всего — искусству земледелия. После этого Осирис покинул Египет, чтобы познакомить остальной мир со своими знаниями, оставив Исиду вместо себя. Исида правила мудро и справедливо, но по возвращению Осириса его брат Сет начал плести против него интриги. Он пригласил Осириса на роскошный пир, где изготовил искусный саркофаг. Он пообещал подарить его тому, кому он придётся впору. Когда Осирис забрался внутрь, Сет захлопнул крышку и выбросил саркофаг в Нил.
Исида смогла вытащить саркофаг из реки, но Сет настиг её и разрубил Осириса на части. Опечаленная Исида заплакала, и её слёзы, по преданию, стали причиной первого разлива Нила. В конце концов Исида с Нефтидой собрали все части тела Осириса кроме гениталий, которые были съедены оксиринхской рыбой. По этой причине египтянам запрещалось есть оскиринхских рыб (из семейства мормировых). Анубис, бог бальзамирования, обернул собранное тело Осириса льняной тканью (точно так же, как и древние египтяне оборачивали тела умерших для мумификации). В конце концов, Осирис стал богом загробного мира и верховным судьёй, определявшим, имеет ли право умерший вступить в загробную жизнь или нет.
Себек, изображавшийся в виде крокодила, был богом плодородия. Ему преимущественно поклонялись в Фаюуме, хотя он был известен во всём Египте. Его имя переводится как «следящий за тобой».
Мин, бог возрождения, также связывался с мужской потенцией и почитался по всему Египту."
Encyclo/#Osiris_Title,Text,,"Осирис, Себек и Мин"
Encyclo/#OtherMonuments_Content,Text,,"Помимо <link=""#Obelisk_Title""><u>обелисков</u></link>, <link=""#Mastaba_Title""><u>мастаб</u></link>, <link=""#Pyramids_Title""><u>пирамид</u></link> и <link=""#Sphinx_Title""><u>сфинксов</u></link>, в Древнем Египте строилось множество монументов. Среди них были часовни-гробницы и храмы Солнца.
Солнце считалось дарителем жизни в Древнем Египте, и в честь него по всему Египту строились многочисленные храмы, особенно во времена V династии. Самые известные храмы Солнца были построены в Абу-Гурабе. Там располагались два храма, которые, возможно, частично функционировали как места, где фараонам вместе с богом Солнца Ра возносили молитвы.
Над могилами часто строились часовни, служащими местом, где семья умершего могла делать подношения, которые гарантировали, что усопший мог и дальше наслаждаться загробной жизнью. Любой, у кого было достаточно средств, мог построить такие часовни для себя и своей семьи, и поэтому личные часовни изобилуют в египетском ландшафте."
Encyclo/#OtherMonuments_Title,Text,,Другие монументы
Encyclo/#Papyrus_Content,Text,,"Изготовление папируса было довольно сложным процессом. Сначала с тростника удаляли верхний слой, обнажая сердцевину. Её укладывали на кусок ткани рядами с небольшим нахлестом. По достижению необходимой ширины поверх первого слоя под определённым углом укладывались дополнительные полоски сердцевины. Затем сверху накладывался второй кусок ткани, после чего полученная конструкция отбивалась тяжёлым куском дерева или молотком. Этот процесс надёжно скреплял слои вместе. Затем папирус вывешивался на солнце сушиться. Часто готовый папирус дополнительно полировали с помощью камня."
Encyclo/#Papyrus_Title,Text,,Изготовление папируса
Encyclo/#PharaohsHome_Content,Text,,"Дом фараона является самым величественным жилищем в городе. Когда большинство домов имело лишь одну или две комнаты, некоторые особняки фараонов насчитывали десятки помещений, оснащённых самым лучшим, что мог предложить Древний Египет.
Как и в <link=""#Government_Title""><u>правительстве</u></link>, египтяне на службе фараона носили титулы и отвечали за специфические сферы деятельности. Среди них были управляющий домашними делами, главный мастер маникюра и царский дворецкий.
На царского дворецкого по имени Нофер-перет, согласно ему самому, возлагались очень специфические задачи: он отвечал за четырёх палестинских и двух египетских коров, одного быка и одно бронзовое ведро. Ни больше и ни меньше."
Encyclo/#PharaohsHome_Title,Text,,Дом фараона
Encyclo/#Pharos_Content,Text,,"Несмотря на то, что Александрия находилась в идеальном для торгового порта месте и имела удобную и большую гавань, вход в неё изобиловал опасными песчаным отмелями. Поэтому было решено построить высокий маяк на острове Фарос, который не только поможет мореплавателям найти вход в гавань, но и станет новой достопримечательностью Александрии (по крайней мере, если будет достаточно великолепным).
Фаросский маяк, как его впоследствии стали называть, был построен из прекрасного белого проконнесского мрамора, доставленного с Принцевых островов у берегов нынешней Турции. Он состоял из трёх больших ярусов: четырёхугольного основания, восьмиугольного среднего яруса и цилиндрического верхнего яруса. Гигантская винтовая лестница, ведущая наверх, позволяла вести вьючных животных, доставлявших топливо для поддержания яркого огня.
По некоторым свидетельствам, на вершине сооружения была водружена статуя Посейдона; другой источник утверждает, что это была статуя Зевса или, возможно, статуя обоих богов. Строительство александрийского маяка было начато ещё при Птолемее I Сотере, но закончилось лишь в 283 году до н.э., во время правления его сына Птолемея II Филадельфа.
По всеобщему признанию, маяк представлял собой невероятное зрелище, достойное звания седьмого чуда света древнего мира. Окончательное разрушение этого монумента было связано с серией землетрясений. Самый верхний ярус рухнул во время мощного толчка в 303 году н.э.
Лишь после сильного землетрясения 8 августа 1303 года большая часть оставшейся конструкции рухнула в воду. Ныне на острове Фарос, где когда-то стоял чудесный маяк, можно увидеть форт, построенный мамлюкским султаном Кайтбеем."
Encyclo/#Pharos_Title,Text,,Фаросский маяк
Encyclo/#Plagues_Content,Text,,"Согласно Книге Исхода в Ветхом Завете, в XIII веке до н.э., во времена правления Сети I и его сына Рамcеса II, евреи были обращены в рабство и работали на стройках. В этой истории к пророку Моисею явился Бог и обещал евреям помочь обрести свободу.
Направляемый Господом, Моисей десять раз обращался к фараону Рамсесу с просьбой «отпустить мой народ», но каждый раз Рамсес отвергал эту просьбу. И каждый раз это вызывало определённое бедствие, поражавшее египтян и самого фараона («казнь египетская»), но обходившее евреев стороной.
В первый раз воды реки обратились в кровь, убив рыбу и став непригодными для питья. После второго отказа жилища египтян наводнили лягушки. Седьмая казнь обернулась яростным градом, побившим людей и скот и уничтожившим посевы ячменя и льна. Согласно Книги Исхода, восьмой отказ Рамсеса позволить детям Израилевым покинуть Египет вызвал рой саранчи, пожравшей все побеги.
Рамсес сдался лишь после того, как десятая казнь убила всех египетских первенцев и всех первородных у скота. Отпустив евреев, он всё же пустился в погоню, преследуя их через «Море Камышей». Хотя эти бедствия не зарегистрированы в египетских хрониках того времени, есть много примеров подобных катастроф, происходивших с доисторических времён на протяжении всей истории. По сей день человечество преследуют стихийные бедствия и нашествия саранчи."
Encyclo/#Plagues_Title,Text,,Казни египетские
Encyclo/#Population_Content,Text,,"Древний Египет имел множество сходных черт с современным обществом. Множество людей жило в городах, где развитое производство обеспечивало большую часть рабочих мест. Земледельцы, как правило, жили в небольших сельских поселениях. Большая часть населения, конечно же, жило в непосредственной близости от реки.
Численность населения Древнего Египта неуклонно росла, в основном благодаря интенсивному <link=""#Irrigation_Title""><u>орошению земель</u></link>. Во время додинастического периода количество древних египтян не превышало 350 тысяч жителей.
Однако, уже к концу второго тысячелетия до нашей эры, когда орошение значительно увеличило площадь пахотных земель, население могло насчитывать уже три миллиона человек."
Encyclo/#Population_Title,Text,,Население
Encyclo/#Pottery_Content,Text,,"Вряд ли можно было найти хозяйство, в котором не использовалась керамическая посуда. Гончарное дело, одно из старейших производств Древнего Египта, зародилось в домашних условиях, где женщины изготавливали сосуды, необходимые для приготовления пищи. Как и другие отрасли Египта, гончарное дело трансформировалось из домашнего производства в производство в специализированных мастерских.
Для изготовления гончарных изделий сначала особым образом подготавливалась <link=""#Clay_Title""><u>глина</u></link>. Её месили, добавляли в неё солому или мякину для придания вязкости. Мужчины месили глину руками или ногами, размягчая её и делая податливой. Затем глину помещали на гончарный круг для придания формы.
Устройство гончарного круга эволюционировало с течением времени. В самом начале гончару приходилось крутить круг одной рукой, а другой — обрабатывать глину. Поскольку в таком случае невозможно было вращать круг достаточно быстро, получавшуюся посуду приходилось дополнительно шлифовать вручную. Во времена Нового царства помощник вращал круг обеими руками, пока гончар формировал сосуд. В результате получалось более гладкое изделие. К концу Нового царства гончар снова вращал круг самостоятельно, но на этот раз уже с помощью ног, что давало самую гладкую глиняную посуду.
После формовки сосуды оставляли сушиться. Изделия покрывались рисунками, после чего их обжигали в большой печи с топкой в основании, отделённой от верхней камеры глиняной решёткой. На эту решётку помещались изделия, после чего камера закрывалась. После завершения обжига изделие было готово к употреблению и хранилось до тех пор, пока не понадобится."
Encyclo/#Pottery_Title,Text,,Гончарное дело
Encyclo/#Priests_Content,Text,,"Поскольку Древний Египет был теократическим государством, жрецы часто выполняли административные функции в своих общинах, иногда также вершили правосудие. Их роль простиралась далеко за пределы религиозных обязанностей.
Отличительной чертой жреца была его опрятность. Прежде чем войти в храм, жрецы проходили обряд очищения и сбривали волосы, дабы убедиться, что в них нет вшей и других нечистот. В зависимости от того, какому богу служил жрец, ему запрещалось есть те или иные виды пищи. Жрецы носили особую одежду, а те, что проводили погребальные обряды, также украшали себя леопардовыми шкурами.
Главной религиозной обязанностью жрецов была забота и кормление местного бога. В каждом храме была статуя бога-покровителя. Каждый жрец в храме нёс персональную ответственность за то, чтобы бог был счастлив. Некоторые жрецы отвечали за то, чтобы бог был хорошо накормлен. Используя подношения, подаренные местными жителями, жрецы готовили еду для бога. Бог вкушал «сущность» пищи, а жрецам оставались остатки от этой трапезы. Жрецы также одевали, купали и развлекали бога. Время от времени бога брали на прогулку и водили по городу (дополнительную информацию см. в статье о <link=""#Festival_Title""><u>праздниках</u></link>).
Жречество было разделено на отдельные классы. Самым важным жрецом был Верховный жрец («Первый пророк»), назначаемый самим фараоном. Верховный жрец был самым главным в храме и часто служил советником фараона. Ниже по рангу находились заместители Верховного жреца («Вторые пророки»), которые курировали определённые аспекты деятельности храма или его поместья, такие как мастерские или фермы. Ниже находились жрецы, ответственные за определённые функции, такие как омовение бога или развлечение. Большинство жрецов служило посменно, работая один месяц через три."
Encyclo/#Priests_Title,Text,,Жрецы
Encyclo/#Ptah_Content,Text,,"Птах — бог ремесленников, обычно ассоциируемый с фараонами Мен-нефера (Мемфиса), впервые объединившими с помощью <link=""#Religion_Title""><u>религии</u></link> Египет. Его особенно почитали мастера Дейр-эль-Медины, строившие гробницы в Долине Царей и в Долине Цариц.
Амон был богом плодородия, образ которого позднее был отождествлён с Ра, став тем самым Амон-Ра, почитаемому как богу солнца. Его часто изображают с головой барана или в виде мужчины с головным убором, состоящим из двух длинных соколиных перьев. Он стал популярным во времена XII династии, когда цари Уасета (Фив) стали править Египтом.
Тот был богом мудрости и знаний и считался писцом других богов. Наиболее тесно он был связан со Шмуном (Гермополем)."
Encyclo/#Ptah_Title,Text,,"Птах, Амон и Тот"
Encyclo/#Pyramids_Content,Text,,"Столетиями люди спорили о том, как были построены пирамиды. Кажется непостижимым, что древние египтяне без погрузчиков, кранов, экскаваторов и другого современного оборудования могли построить такие великолепные сооружения.
Строительство любой пирамиды начиналось с хорошо проработанного плана. Визирь, второе по важности лицо после фараона, скорее всего, следил за всем процессом вместе с царским архитектором («медже несут» на древнеегипетском), уточняющим планы. Царский архитектор отвечал за выбор материала и способы его доставки к месту стройки.
После тщательного выбора места астрономы ориентировали ось пирамиды в направлении север-юг. Затем землемеры выкладывали стороны с помощью особого каната, который был достаточно толстым, чтобы не растягиваться и не искажать размеры пирамиды. После этого выравнивали землю, возможно, заполняя канавы водой, чтобы получить общий уровень.
После завершения подготовительных работ всё было готово к началу строительства. Сперва проводилась церемония, в ходе которой сам фараон отмечал углы пирамиды кольями, протягивал между ними верёвку и закладывал церемониальный кирпич в качестве первого камня в монументе.
С этого момента за дело брались <link=""#Stonemason_Title""><u>каменотёсы</u></link> и рабочие. Для пирамид с подземными камерами каменотёсы вырезали помещения, в том числе погребальную камеру. Как только они были готовы, начинался трудный процесс доставки каменных блоков, некоторые из которых весили до 2,5 тонн. Камни тащили на салазках, а для достижения более высоких частей пирамиды, вероятно, использовались пандусы. В дополнение к грубо обтёсанным камням, которые составляли основу пирамиды, стороны облицовывались отполированным камнем.
Пирамиды, как правило, были частью более крупных комплексов. В комплексе пирамид был храм в долине, стоявший на воде или на краю обрабатываемых полей. От храма в долине вела длинная дамба к заупокойному храму, расположенному на восточной стороне пирамиды.
Форма пирамид развивалась по мере совершенствования технологии их строительства. Первая пирамида — ступенчатая пирамида Джосера — не имеет гладких сторон. Эта пирамида, построенная около 2620 г. до н.э., представляет собой ряд квадратов, уложенных друг на друга. Первая настоящая пирамида — пирамида Снофру, была построена около 2550 г. до н.э. Внешняя облицовка сглаживала «ступени» пирамиды, и вскоре эта практика стала использоваться для других пирамид. Самая большая пирамида — пирамида Хуфу (Хеопса), имеет размеры 230 на 230 метров и достигает высоты 146 метров. Одним из уникальных монументов является ломаная пирамида Снофру. Угол наклона пирамиды изменяется примерно на высоте двух третей от общей высоты. Существует теория, что во время строительства архитекторы поняли, что пирамида стала бы слишком тяжёлой и могла бы обрушиться под своим весом, если бы её продолжили строить под первоначальным углом."
Encyclo/#Pyramids_Title,Text,,Пирамиды
Encyclo/#Quarries_Content,Text,,"Египтяне добывали различные виды горных пород для строительства пирамид, храмов и монументов, включая известняк, гранит, базальт, сланец, алебастр и порфир. Рабочие карьера использовали долота и молотки для отделения твёрдых пород и медные пилы — для отделения мягких.
Большинство карьеров работало только в период разлива, когда строительство царских монументов было в самом разгаре. Некоторые карьеры работали круглый год, особенно когда велось строительство чрезвычайно большого монумента, например, пирамиды.
Для транспортировки к месту назначения блоки помещали на специальные салазки и перетаскивались командами рабочих. Чтобы облегчить процесс, часто под блоки клались брёвна, игравшие роль роликов. Иногда перед салазками лили воду, чтобы уменьшить трение.
В каменоломнях часто использовался труд рабов, хотя основную часть работ выполняли вольнонаёмные египтяне."
Encyclo/#Quarries_Title,Text,,Карьеры
Encyclo/#Ra_Content,Text,,"Ра считается верховным богом Египта на протяжении большей части его истории. Как праотец всех богов Эннеады, он был высшим богом-творцом и ассоциировался с солнцем.
Маат была богиней справедливости, а также истины и миропорядка. Страусиное перо, которое она носит на голове, используется для взвешивания сердца усопшего перед тем, как ему будет дозволено войти в загробную жизнь.
Гор был наиболее тесно связан с фараонами. Будучи сыном Осириса и Исиды, он отомстил за смерть своего отца, разоблачив Сета как убийцу Осириса. Гор изображается в облике сокола."
Encyclo/#Ra_Title,Text,,"Ра, Маат и Гор"
Encyclo/#Reeds_Content,Text,,"Достигая пяти метров в высоту, сыть папирусная (или просто папирус) использовалась в Египте не только для изготовления бумаги. Из папируса также изготовлялись различные предметы домашнего быта, включая коврики, сандали и верёвки. Сердцевину растения употребляли в пищу. Иногда растения могли заменить древесину, например, связанные вместе стебли могли использоваться для постройки лодок.
Совсем недавно папирус был под угрозой исчезновения, но теперь смог восстановиться. Ныне тростник снова выращивается и используется в изготовлении бумаги — на этот раз в качестве туристических сувениров."
Encyclo/#Reeds_Title,Text,,Тростник
Encyclo/#Religion_Content,Text,,"Египетская религия отличалась многочисленным пантеоном главных и второстепенных богов. Большинство городов и даже отдельные лица считали своим покровителем определённого бога, и эта практика влияла на то, какие боги имели наибольшее значение.
Одной из самых ранних структур верований была Эннеада — группа из девяти богов. Первым богом Эннеады являлся Атум, покровитель города Она (Гелиополис), который соединился с Ра, чтобы стать Ра-Атумом. Ра-Атум, хотя и мужчина, сумел в одиночку произвести на свет близнецов, Шу, бога воздуха, и Тефнут, богиню влаги.
У Шу и Тефнут было двое детей: Геб, бог земли, и Нут, богиня неба. Геб и Нут произвели на свет четверых детей: Исиду, Осириса, Нефтиду и Сета. Завершает девять богов Гор, сын Исиды и Осириса. Эта система богов господствовала в религии Египта.
Согласно историку Манефону, жившему в период Птолемеев, когда фараон Хор Аха объединил Верхний и Нижний Египет в Первую династию, он основал столицу в Мемфисе и установил культ Птаха, бога-творца. Согласно записям Манефона, Хор Аха утверждал, что все боги Эннеады были проявлением Птаха. Однако Ра оставался преобладающим богом Гелиополя.
Другой миф о сотворении мира произошёл из города Шмун (Гермополь) в Верхнем Египте. Богословие гермополитов состоит из Огдоады, или группы восьми богов. В Огдоаде пара богов мужского и женского пола представляла разные аспекты космоса. Нун и Наунен представляли изначальные воды, Хух и Хаухет — бесконечность, Кук и Каукет были богами изначальной тьмы, а Амон и Амаунет — богами бездействия, имена которых означают «сокрытое».
Во время Нового царства Амон сместил Ра в качестве главного бога. Господство Амона продолжалось до правления Эхнатона, который попытался ввести в Египте новую теологию, утверждая, что бог Атон, воплощённый солнечным диском, был первичным богом. Некоторые учёные предполагают, что его религия могла быть ранней формой монотеизма, но это горячо обсуждается.
Во время своего правления, известного сегодня как период Амарны, Эхнатон закрыл храмы других богов. Однако после его смерти традиционная религия была быстро восстановлена, и храмы богов были вновь открыты."
Encyclo/#Religion_Title,Text,,Религия
Encyclo/#Roads_Content,Text,,"<link=""#Nile_Title""><u>Нил</u></link> являлся основной транспортной артерией Древнего Египта. Лодки всевозможных форм и размеров перевозили людей, товары и материалы из одного пункта в другой. Древние египтяне также использовали и сухопутные дороги. Эти дороги обычно никак не мостились, являясь просто хорошо вытоптанными тропами. Во многих городах дороги петляли всевозможными способами. В городах же с хорошо распланированной структурой, например в рабочем поселении Дейр-эль-Медина, дороги укладывались по строго определённой сетке.
Некоторые торговые пути были давно проложены, однако и они не были мощёнными, и порой перемещение по ним было сопряжено с определённым риском. Об опасностях, сопровождавших успешную торговлю, см. <link=""#Trade_Title""><u>здесь</u></link>."
Encyclo/#Roads_Title,Text,,Дороги
Encyclo/#Scribes_Content,Text,,"Писцы (или «сеш») связывали всё египетское общество и представляли практически любую государственную деятельность. Древние египтяне вели записи почти обо всём, и писцы были единственными, кто мог выполнять эту функцию. Они записывали, сколько налогов каждый человек должен правительству, отслеживали экспорт и импорт, подсчитывали количество убитых врагов во время сражений. Для частных лиц писцы составляли юридические документы, такие как завещания, а также записывали и зачитывали письма для отдельных лиц.
Рабочими инструментами писца были папирус, палитра с двумя лепёшками чернил (обычно чёрного и красного цвета), горшок с водой и тростниковые кисти. Писец окунал кисть в воду, а затем проводил ею по чернильной лепёшке, после чего делал запись на папирусе.
Не все писцы умели писать иероглифы, ведь они предназначались для монументов и храмов. Для повседневного делопроизводства использовалась более простая версия иероглифического письма, называемая иератической.
Письменный язык состоял примерно из 700 знаков и сочетал символы, которые представляли звуки, с символами, которые представляли идеи. В записанных словах пропускались гласные, поэтому историки могут только догадываться о том, как на самом деле звучала древнеегипетская речь."
Encyclo/#Scribes_Title,Text,,Писцы
Encyclo/#Senet_Content,Text,,"Сенет была самой популярной настольной игрой Древнего Египта. Доска была прямоугольной и разделялась на три ряда по 10 квадратов в каждом. В неё играл два игрока, у каждого было не менее пяти фигур. Ходы определялись набором из четырёх плоских бросаемых палочек. Правила сенета не были обнаружены ни в одном письменном источнике, так что никто точно не знает, как именно велась игра. Тем не менее, большинство историков сходятся на том, что игра представляла собой симуляцию путешествия в загробную жизнь. Такие игры, как нарды и классики, являются потомками сенета.
Сенет, наряду с другими играми, вероятно, был одним из многих развлечений, которые египтяне устраивали в тавернах и постоялых дворах. После тяжёлого рабочего дня многие египтяне захаживали в ближайшую таверну, где за кружкой <link=""#Beer_Title""><u>пива</u></link> вели оживлённые беседы. И мужчины, и женщины (особенно незамужние) часто посещали пивные заведения."
